id,gender,age,spend
5084,M,21,141.01
5085,M,53,276.65
5086,F,80,108.4
5087,F,95,84.82
5088,F,48,251.79
5089,M,54,163.76
5090,F,29,69.88
5091,F,57,286.93
5092,F,22,214.99
5093,F,19,97.45
5094,M,24,292.63
5095,F,98,37.43
5096,F,81,232.62
5097,F,51,22.1
5098,F,20,165.16
5099,M,33,199.3
5100,F,22,183.7
5101,F,45,100.57
5102,F,93,158.3
5103,F,40,14.17
5104,F,42,245.54
5105,M,87,192.58
5106,F,57,231.12
5107,M,22,182.68
5108,F,21,117.32
5109,F,26,145.28
5110,F,27,12.61
5111,F,26,158.17
5112,M,54,238.16
5113,F,29,76.55
5114,F,22,296.57
5115,F,43,237.58
5116,F,22,120.71
5117,M,51,289.74
5118,F,55,167.44
5119,F,40,155.55
5120,F,18,26.97
5121,M,21,60.45
5122,F,24,36.36
5123,F,34,265.36
5124,F,37,238.92
5125,F,29,231.12
5126,F,22,267.4
5127,F,84,65.85
5128,M,21,88.38
5129,F,30,260.54
5130,F,91,148.58
5131,F,22,102.71
5132,F,60,155.39
5133,M,19,289.67
5134,M,30,57.54
5135,F,19,166.23
5136,F,31,65.69
5137,F,48,280.98
5138,F,25,199.73
5139,F,95,159.98
5140,F,56,274.29
5141,F,87,265.78
5142,F,52,228.03
5143,F,20,71.36
5144,M,23,40.3
5145,M,39,187.29
5146,F,23,49.33
5147,F,23,219.57
5148,F,25,67.37
5149,F,37,120.56
5150,F,18,14.13
5151,F,22,194.41
5152,F,86,31.69
5153,F,63,121.17
5154,F,19,254.72
5155,M,23,223.01
5156,M,22,218.68
5157,F,32,111.24
5158,F,21,196.88
5159,F,22,73.4
5160,M,20,56.93
5161,M,26,178.63
5162,M,48,182.99
5163,M,24,46.11
5164,F,20,274.8
5165,F,21,28.87
5166,M,33,146.82
5167,F,19,185.46
5168,F,55,82.15
5169,M,81,286.1
5170,F,49,199.66
5171,M,25,149.08
5172,F,21,225.66
5173,M,22,171.09
5174,F,72,172.04
5175,F,51,111.21
5176,F,86,181.93
5177,F,79,68.64
5178,F,45,299.86
5179,F,94,105.64
5180,F,38,96.79
5181,F,94,145.99
5182,M,84,228.24
5183,F,18,180.71
5184,F,64,158.61
5185,F,39,227.79
5186,M,23,46.23
5187,F,46,36.71
5188,F,22,61.68
5189,F,55,40.62
5190,F,49,238.88
5191,F,31,72.38
5192,F,18,43.35
5193,F,21,208.0
5194,F,49,237.76
5195,F,79,129.94
5196,F,83,186.98
5197,M,18,13.5
5198,M,54,161.73
5199,F,19,93.7
5200,F,83,214.31
5201,F,18,119.66
5202,M,52,274.83
5203,M,35,92.86
5204,F,22,185.73
5205,F,52,33.8
5206,M,20,190.4
5207,F,81,64.6
5208,M,35,89.34
5209,F,24,209.03
5210,F,57,135.5
5211,M,99,181.7
5212,F,19,278.78
5213,F,72,42.41
5214,F,43,100.93
5215,F,20,214.24
5216,M,38,191.52
5217,F,52,80.68
5218,M,55,217.72
5219,F,57,169.37
5220,F,20,277.59
5221,F,54,206.76
5222,F,32,110.04
5223,F,18,195.01
5224,F,54,247.8
5225,M,79,232.85
5226,F,32,76.94
5227,F,32,237.13
5228,F,37,208.57
5229,F,19,294.34
5230,F,54,157.7
5231,M,33,114.13
5232,M,97,263.36
5233,F,23,117.97
5234,M,73,209.38
5235,F,40,252.81
5236,M,24,225.66
5237,M,38,226.33
5238,F,89,275.19
5239,M,27,256.0
5240,M,22,289.35
5241,M,23,282.51
5242,F,79,53.31
5243,F,47,284.08
5244,F,22,133.04
5245,F,64,294.84
5246,F,21,289.27
5247,F,64,289.58
5248,F,54,279.05
5249,M,93,26.45
5250,F,81,162.13
5251,F,35,144.33
5252,F,31,84.03
5253,F,64,12.01
5254,M,39,184.22
5255,F,19,109.61
5256,F,52,173.86
5257,M,23,260.67
5258,F,56,87.0
5259,M,18,260.43
5260,F,45,73.49
5261,F,22,14.83
5262,F,23,109.98
5263,F,19,9.42
5264,F,46,151.62
5265,F,22,30.74
5266,F,49,54.23
5267,M,49,51.36
5268,M,31,158.12
5269,F,19,94.15
5270,M,45,170.03
5271,F,22,206.02
5272,F,87,152.97
5273,F,53,128.72
5274,F,25,211.83
5275,F,58,188.71
5276,M,19,182.09
5277,M,19,252.68
5278,M,26,229.33
5279,F,48,226.47
5280,M,18,193.01
5281,M,58,228.82
5282,M,69,113.09
5283,F,68,192.48
5284,M,24,200.53
5285,M,38,81.53
5286,F,19,108.72
5287,F,24,54.63
5288,M,38,296.91
5289,M,52,106.84
5290,F,48,143.97
5291,M,19,135.91
5292,F,22,241.25
5293,F,99,237.02
5294,F,32,203.12
5295,M,44,74.62
5296,F,35,21.31
5297,F,26,272.32
5298,F,21,263.32
5299,M,38,250.57
5300,M,70,288.99
5301,F,83,125.51
5302,F,40,263.49
5303,M,18,50.36
5304,F,23,108.0
5305,M,23,167.01
5306,F,18,285.2
5307,M,24,29.84
5308,F,27,245.48
5309,F,84,141.39
5310,F,24,228.79
5311,F,19,43.62
5312,F,49,74.87
5313,M,24,17.4
5314,F,18,114.39
5315,F,95,66.02
5316,F,24,212.9
5317,F,24,56.77
5318,F,53,264.29
5319,M,73,63.37
5320,F,42,216.13
5321,M,22,228.6
5322,M,24,8.15
5323,F,19,235.94
5324,F,47,162.19
5325,M,21,112.55
5326,F,19,258.1
5327,F,19,140.18
5328,F,32,244.74
5329,M,25,105.0
5330,F,37,131.42
5331,F,24,154.73
5332,M,54,31.65
5333,M,81,186.57
5334,M,18,211.28
5335,M,19,192.82
5336,F,24,223.83
5337,F,37,162.19
5338,M,20,78.95
5339,M,19,198.03
5340,F,50,279.92
5341,F,21,74.48
5342,F,18,39.81
5343,F,89,254.31
5344,F,22,184.79
5345,F,20,25.72
5346,F,67,138.89
5347,F,99,194.06
5348,M,44,137.96
5349,M,22,185.1
5350,M,20,277.56
5351,F,91,31.12
5352,M,23,29.19
5353,F,59,133.83
5354,F,30,181.1
5355,F,26,268.2
5356,F,96,54.85
5357,M,92,274.74
5358,F,19,212.41
5359,F,27,100.84
5360,F,99,256.63
5361,M,21,124.4
5362,F,66,85.61
5363,F,38,278.72
5364,M,39,116.82
5365,M,86,264.05
5366,F,21,41.06
5367,F,18,63.16
5368,F,44,115.64
5369,M,28,46.44
5370,M,19,112.74
5371,M,49,235.44
5372,F,21,164.89
5373,M,21,269.15
5374,F,75,98.34
5375,M,86,253.91
5376,F,21,171.94
5377,F,92,132.11
5378,F,19,256.59
5379,F,24,118.43
5380,F,23,105.5
5381,F,21,155.77
5382,M,18,67.84
5383,M,57,53.18
5384,F,19,240.61
5385,M,74,220.38
5386,F,19,285.25
5387,F,25,107.9
5388,F,45,125.12
5389,F,30,222.97
5390,F,67,140.33
5391,F,77,289.94
5392,M,86,289.22
5393,F,23,9.54
5394,F,68,40.44
5395,M,21,148.08
5396,M,20,193.74
5397,F,60,195.39
5398,F,25,162.11
5399,F,93,98.9
5400,F,82,25.63
5401,F,60,54.85
5402,F,46,118.47
5403,M,18,149.46
5404,F,20,110.06
5405,F,18,201.14
5406,F,66,191.05
5407,F,21,64.22
5408,F,25,34.43
5409,F,18,142.17
5410,M,29,209.67
5411,M,30,7.9
5412,F,74,198.6
5413,F,78,50.51
5414,M,23,19.35
5415,M,44,7.19
5416,F,18,272.27
5417,M,20,161.97
5418,F,23,63.83
5419,F,68,274.79
5420,F,43,167.81
5421,F,23,50.15
5422,F,47,205.48
5423,M,40,13.06
5424,M,18,218.62
5425,F,20,58.54
5426,M,22,19.13
5427,M,22,49.37
5428,M,66,88.77
5429,M,52,25.9
5430,M,22,64.62
5431,M,25,81.93
5432,M,87,229.4
5433,F,22,141.77
5434,M,31,108.02
5435,F,20,56.88
5436,M,94,122.81
5437,F,67,93.28
5438,F,41,288.27
5439,F,39,119.11
5440,M,21,23.68
5441,F,23,131.4
5442,F,62,236.3
5443,F,24,209.47
5444,M,64,211.29
5445,M,20,115.99
5446,M,45,198.14
5447,F,87,235.8
5448,F,94,141.12
5449,M,20,36.44
5450,M,20,231.43
5451,M,20,96.6
5452,F,26,250.02
5453,F,35,245.57
5454,F,98,195.6
5455,F,18,217.17
5456,F,98,290.87
5457,M,94,296.88
5458,F,60,210.93
5459,F,89,100.91
5460,M,42,37.09
5461,F,21,8.52
5462,F,25,12.54
5463,M,20,163.23
5464,F,19,101.95
5465,F,28,236.54
5466,F,19,257.79
5467,F,21,234.28
5468,F,18,209.1
5469,M,20,170.13
5470,F,19,178.36
5471,F,18,35.69
5472,F,21,30.23
5473,F,43,126.78
5474,M,18,278.52
5475,M,24,199.26
5476,F,23,197.3
5477,F,19,74.73
5478,F,23,69.96
5479,F,24,122.0
5480,F,66,240.03
5481,M,80,122.43
5482,F,22,172.36
5483,F,38,74.08
5484,M,56,121.15
5485,F,78,30.24
5486,F,26,10.89
5487,F,19,265.82
5488,F,19,241.3
5489,F,21,90.73
5490,M,71,255.2
5491,F,42,196.27
5492,M,58,199.21
5493,M,21,270.37
5494,F,19,249.83
5495,F,19,115.87
5496,F,73,142.76
5497,F,64,87.7
5498,F,41,212.33
5499,F,27,230.87
5500,F,98,74.81
5501,F,22,49.76
5502,F,41,118.27
5503,F,22,260.49
5504,M,34,210.51
5505,F,23,83.13
5506,F,55,214.38
5507,F,80,241.18
5508,F,24,151.48
5509,F,45,88.01
5510,F,92,265.96
5511,M,46,241.83
5512,F,68,119.78
5513,M,19,290.4
5514,M,20,150.71
5515,F,79,139.25
5516,M,39,11.12
5517,F,20,283.41
5518,F,79,132.96
5519,M,18,291.81
5520,M,18,183.78
5521,F,58,294.39
5522,F,67,67.93
5523,F,66,209.56
5524,F,21,252.54
5525,F,72,128.61
5526,M,34,271.04
5527,M,73,74.59
5528,F,50,98.61
5529,M,35,241.14
5530,F,35,154.48
5531,F,45,254.4
5532,M,23,107.26
5533,F,19,43.24
5534,F,35,231.06
5535,M,24,29.14
5536,F,29,66.08
5537,F,18,99.93
5538,M,23,39.98
5539,F,22,104.72
5540,M,63,171.81
5541,M,87,252.15
5542,M,18,271.93
5543,F,19,118.81
5544,F,25,63.81
5545,M,98,120.07
5546,F,41,216.31
5547,M,88,249.81
5548,M,41,98.51
5549,F,23,72.85
5550,F,31,137.25
5551,M,87,151.59
5552,M,18,34.71
5553,M,24,289.42
5554,M,22,227.11
5555,F,27,294.73
5556,F,52,56.23
5557,F,24,199.52
5558,F,89,8.44
5559,F,22,120.65
5560,M,44,167.62
5561,F,48,99.59
5562,F,71,51.26
5563,F,24,231.44
5564,F,89,201.43
5565,F,21,111.71
5566,M,73,215.96
5567,F,88,160.49
5568,F,20,235.44
5569,M,96,71.38
5570,F,35,126.97
5571,F,53,211.4
5572,F,21,256.19
5573,M,18,240.73
5574,M,23,97.7
5575,F,41,31.98
5576,F,18,180.19
5577,F,59,85.22
5578,F,60,92.46
5579,M,94,168.53
5580,F,41,159.44
5581,F,22,221.13
5582,F,31,228.45
5583,F,91,5.3
5584,F,19,126.94
5585,M,18,142.27
5586,F,48,259.07
5587,F,18,187.92
5588,M,26,167.18
5589,F,92,202.43
5590,F,60,123.67
5591,F,93,207.1
5592,M,51,145.31
5593,F,29,140.69
5594,F,23,83.93
5595,F,22,75.43
5596,F,24,110.13
5597,F,21,168.69
5598,F,80,229.63
5599,F,18,194.62
5600,F,43,177.01
5601,F,96,24.99
5602,M,75,178.72
5603,M,79,243.67
5604,F,23,33.01
5605,M,29,25.97
5606,M,19,190.53
5607,M,97,25.42
5608,M,46,131.65
5609,F,66,283.34
5610,F,18,69.99
5611,F,23,272.46
5612,F,90,88.13
5613,M,71,197.88
5614,F,86,268.34
5615,F,21,45.2
5616,F,62,112.49
5617,F,98,42.39
5618,M,18,97.73
5619,F,98,84.22
5620,F,42,198.31
5621,F,94,269.67
5622,F,18,107.42
5623,F,18,270.99
5624,M,21,160.03
5625,M,52,132.47
5626,F,20,176.18
5627,F,47,156.75
5628,M,37,272.13
5629,F,33,243.32
5630,M,23,5.49
5631,F,32,246.15
5632,M,30,213.76
5633,M,49,137.73
5634,M,70,260.87
5635,F,62,166.75
5636,F,97,182.24
5637,M,91,190.72
5638,F,32,274.06
5639,F,27,106.51
5640,M,27,91.24
5641,F,18,126.31
5642,F,34,61.41
5643,M,21,149.78
5644,M,19,170.47
5645,M,94,97.87
5646,F,19,180.82
5647,F,24,93.03
5648,F,23,270.92
5649,F,18,213.63
5650,M,77,51.21
5651,M,22,205.39
5652,F,41,150.18
5653,F,86,13.64
5654,F,19,265.05
5655,F,24,241.47
5656,F,31,288.39
5657,F,35,154.92
5658,M,24,252.04
5659,M,18,122.88
5660,F,24,122.93
5661,F,26,178.07
5662,M,23,219.86
5663,F,50,269.14
5664,F,22,233.37
5665,M,96,217.87
5666,F,71,250.33
5667,F,42,7.38
5668,M,94,249.08
5669,F,49,142.68
5670,F,84,199.31
5671,F,42,289.16
5672,F,20,13.94
5673,F,44,15.65
5674,F,58,299.07
5675,F,47,185.86
5676,F,62,77.01
5677,F,30,54.71
5678,M,33,17.53
5679,M,32,181.37
5680,F,91,133.18
5681,F,18,116.75
5682,F,68,203.09
5683,F,19,136.57
5684,F,19,246.71
5685,F,94,211.66
5686,F,18,21.12
5687,F,36,286.23
5688,M,60,128.0
5689,F,44,200.94
5690,M,44,100.63
5691,F,33,117.86
5692,F,44,144.13
5693,M,68,279.47
5694,M,24,140.98
5695,F,94,40.97
5696,F,47,48.85
5697,F,37,207.73
5698,M,21,219.07
5699,F,41,145.41
5700,F,29,114.8
5701,F,32,285.12
5702,M,36,138.91
5703,F,96,274.29
5704,F,37,91.88
5705,M,42,115.54
5706,M,97,117.21
5707,F,31,145.12
5708,F,18,18.56
5709,F,20,194.42
5710,F,91,99.11
5711,M,23,254.54
5712,M,46,229.8
5713,M,71,53.21
5714,F,85,186.95
5715,M,29,78.17
5716,M,20,109.63
5717,F,29,210.69
5718,F,44,76.78
5719,F,22,289.12
5720,F,49,90.83
5721,F,18,116.85
5722,F,21,256.64
5723,F,20,121.75
5724,F,50,194.78
5725,F,36,9.6
5726,M,18,105.32
5727,F,44,202.02
5728,F,19,266.27
5729,M,24,25.89
5730,F,46,35.71
5731,M,21,154.2
5732,F,46,285.18
5733,F,33,203.25
5734,F,83,139.7
5735,M,24,266.25
5736,M,24,71.33
5737,M,38,7.44
5738,F,45,205.57
5739,F,55,185.13
5740,M,43,172.35
5741,F,21,16.17
5742,F,26,246.79
5743,F,82,255.88
5744,M,83,188.54
5745,F,19,77.28
5746,F,21,41.46
5747,F,23,237.61
5748,F,63,282.79
5749,M,70,91.82
5750,F,23,246.84
5751,F,19,124.2
5752,F,19,117.93
5753,F,19,283.17
5754,M,58,215.59
5755,F,88,107.34
5756,F,24,278.76
5757,F,30,230.72
5758,M,31,263.66
5759,F,68,197.1
5760,F,94,158.52
5761,M,65,132.38
5762,F,79,34.18
5763,F,23,226.53
5764,F,24,104.93
5765,F,19,277.51
5766,M,69,80.91
5767,M,21,147.46
5768,F,23,153.21
5769,M,42,34.56
5770,F,37,8.93
5771,F,20,111.07
5772,F,18,106.2
5773,M,41,159.83
5774,F,89,259.36
5775,M,21,172.89
5776,F,63,247.08
5777,F,43,237.96
5778,F,67,108.96
5779,F,64,117.97
5780,M,36,261.02
5781,M,23,213.37
5782,M,18,43.98
5783,M,23,184.5
5784,F,38,207.0
5785,M,44,139.82
5786,F,24,93.03
5787,M,24,198.68
5788,F,82,210.05
5789,M,19,148.7
5790,F,21,134.01
5791,F,48,45.95
5792,F,93,152.96
5793,M,71,268.37
5794,M,61,197.25
5795,F,50,60.1
5796,F,50,176.65
5797,F,51,71.86
5798,F,77,106.29
5799,F,19,215.41
5800,F,20,103.5
5801,F,19,92.99
5802,F,19,239.02
5803,F,21,162.47
5804,F,57,79.7
5805,M,37,45.54
5806,F,23,255.45
5807,F,25,214.09
5808,F,70,239.55
5809,F,29,7.43
5810,M,32,228.41
5811,F,18,225.97
5812,F,92,222.56
5813,M,63,286.99
5814,F,94,118.72
5815,F,22,121.75
5816,F,18,57.76
5817,F,41,75.83
5818,F,31,133.26
5819,F,18,147.62
5820,F,32,203.45
5821,M,50,59.31
5822,F,39,119.06
5823,F,32,142.67
5824,F,18,252.37
5825,F,23,212.59
5826,F,19,150.9
5827,M,56,126.99
5828,F,38,290.12
5829,F,18,297.93
5830,F,21,244.96
5831,M,24,60.93
5832,M,57,259.86
5833,M,32,230.45
5834,M,38,212.0
5835,F,49,97.94
5836,M,21,144.58
5837,M,19,126.25
5838,F,22,148.99
5839,M,43,88.3
5840,F,50,54.61
5841,F,18,296.82
5842,F,18,156.49
5843,M,18,36.61
5844,M,86,55.25
5845,F,77,268.36
5846,M,44,209.7
5847,M,48,95.89
5848,M,24,176.52
5849,M,32,30.64
5850,M,86,287.66
5851,M,40,72.99
5852,M,23,28.22
5853,F,20,299.3
5854,F,37,219.99
5855,M,92,56.86
5856,F,24,234.89
5857,M,37,279.55
5858,F,79,297.59
5859,F,34,285.03
5860,M,37,65.22
5861,M,20,205.67
5862,M,95,192.71
5863,F,97,154.6
5864,M,20,71.76
5865,F,60,248.27
5866,F,21,90.73
5867,F,19,61.35
5868,M,20,256.09
5869,F,42,11.05
5870,F,76,256.95
5871,F,94,80.16
5872,F,37,92.76
5873,F,61,102.8
5874,F,23,231.82
5875,M,43,204.73
5876,F,18,153.6
5877,F,38,172.49
5878,F,54,151.39
5879,F,74,218.77
5880,F,31,123.57
5881,F,21,149.59
5882,F,67,233.76
5883,F,18,150.98
5884,F,83,73.15
5885,M,22,51.95
5886,F,18,24.37
5887,F,97,101.01
5888,F,34,214.78
5889,F,94,82.63
5890,M,23,185.24
5891,F,78,218.95
5892,M,41,253.71
5893,F,18,6.51
5894,F,57,256.01
5895,M,95,259.31
5896,M,20,298.13
5897,M,19,224.37
5898,F,89,255.73
5899,F,54,179.46
5900,F,38,114.18
5901,F,52,231.11
5902,F,22,43.21
5903,F,26,164.03
5904,F,27,95.03
5905,M,46,35.64
5906,F,27,211.13
5907,F,18,219.56
5908,F,43,96.05
5909,F,21,17.9
5910,F,20,94.52
5911,F,41,38.16
5912,F,49,204.31
5913,F,81,156.64
5914,F,23,294.61
5915,F,18,98.78
5916,F,56,119.09
5917,F,33,246.39
5918,F,18,109.97
5919,F,97,108.61
5920,F,18,68.96
5921,F,45,238.96
5922,F,86,147.08
5923,F,27,57.67
5924,M,90,77.86
5925,F,67,264.03
5926,F,24,243.33
5927,M,25,237.7
5928,F,60,229.37
5929,M,29,53.88
5930,M,21,235.57
5931,F,85,140.28
5932,F,54,105.62
5933,F,34,138.11
5934,F,21,71.51
5935,F,18,241.74
5936,F,19,257.83
5937,F,18,254.73
5938,M,25,234.29
5939,F,24,193.02
5940,F,51,20.28
5941,F,65,144.39
5942,F,81,112.28
5943,M,81,43.52
5944,M,70,107.64
5945,M,99,114.65
5946,M,23,87.75
5947,F,40,287.91
5948,M,18,240.0
5949,F,42,233.02
5950,F,19,290.73
5951,F,97,212.15
5952,M,28,244.7
5953,F,19,264.54
5954,F,59,255.97
5955,M,33,233.22
5956,F,22,196.36
5957,F,45,54.02
5958,M,27,59.26
5959,F,65,39.86
5960,F,22,201.19
5961,F,44,232.86
5962,F,22,163.05
5963,M,41,130.57
5964,F,62,140.89
5965,F,22,203.17
5966,F,25,234.49
5967,F,49,285.26
5968,F,32,272.21
5969,F,37,294.22
5970,F,19,267.3
5971,M,54,7.71
5972,F,19,169.0
5973,M,19,172.8
5974,F,20,201.63
5975,F,39,20.41
5976,F,50,148.4
5977,F,38,177.23
5978,F,54,142.92
5979,F,24,268.1
5980,F,18,7.93
5981,F,34,91.18
5982,F,55,269.59
5983,F,22,74.31
5984,F,18,161.53
5985,F,40,251.21
5986,F,54,108.45
5987,F,18,48.07
5988,M,54,190.94
5989,F,23,212.83
5990,M,96,31.97
5991,F,19,147.87
5992,F,46,125.14
5993,M,39,186.14
5994,F,42,166.78
5995,F,19,15.13
5996,F,21,104.27
5997,F,70,38.38
5998,M,37,112.43
5999,F,58,97.8
6000,F,24,120.06
6001,M,24,225.94
6002,M,97,88.93
6003,M,23,109.81
6004,M,51,251.64
6005,F,21,26.92
6006,F,41,278.52
6007,F,24,264.54
6008,F,27,232.12
6009,F,24,164.77
6010,F,27,204.87
6011,F,41,272.45
6012,F,22,278.53
6013,F,62,145.36
6014,F,52,152.39
6015,M,78,39.48
6016,M,33,199.44
6017,M,21,196.22
6018,M,19,70.74
6019,F,24,269.08
6020,F,22,232.66
6021,F,36,55.73
6022,F,49,17.69
6023,F,20,112.37
6024,F,83,133.78
6025,F,18,109.29
6026,F,55,74.64
6027,M,47,59.97
6028,F,69,146.41
6029,M,32,82.93
6030,F,90,261.19
6031,M,65,186.63
6032,F,34,130.46
6033,F,53,279.92
6034,F,46,132.45
6035,M,23,151.28
6036,F,24,129.24
6037,F,24,184.01
6038,M,18,291.3
6039,F,21,167.5
6040,F,21,201.69
6041,F,34,122.12
6042,F,23,133.91
6043,M,59,197.58
6044,F,42,84.62
6045,F,24,6.46
6046,F,20,222.01
6047,F,19,57.01
6048,F,21,156.0
6049,F,50,278.44
6050,F,70,96.17
6051,F,81,136.27
6052,F,87,125.68
6053,F,20,34.69
6054,M,19,40.91
6055,F,30,86.13
6056,F,47,128.7
6057,M,23,17.13
6058,F,20,33.72
6059,F,69,107.16
6060,F,70,247.65
6061,F,81,26.98
6062,M,29,192.66
6063,F,19,208.73
6064,F,20,104.84
6065,M,33,182.69
6066,F,19,63.72
6067,F,57,288.2
6068,M,32,173.31
6069,M,23,84.42
6070,F,83,171.8
6071,F,24,151.93
6072,M,31,49.13
6073,F,57,72.43
6074,F,95,191.42
6075,F,20,5.93
6076,F,20,229.77
6077,F,23,114.81
6078,F,45,101.08
6079,F,34,105.33
6080,M,22,134.94
6081,M,36,188.97
6082,F,88,113.52
6083,F,21,133.42
6084,F,40,202.32
6085,M,48,135.43
6086,M,58,88.13
6087,M,21,56.81
6088,F,45,279.39
6089,F,22,209.44
6090,F,35,219.77
6091,M,49,41.88
6092,F,20,63.22
6093,M,32,91.27
6094,M,23,291.15
6095,F,20,92.82
6096,F,65,230.74
6097,F,30,199.0
6098,F,83,247.5
6099,F,48,147.81
6100,F,32,271.88
6101,M,71,179.73
6102,M,95,13.67
6103,F,23,176.49
6104,F,47,293.14
6105,F,24,254.57
6106,F,51,245.12
6107,M,23,172.88
6108,F,28,169.37
6109,M,90,220.19
6110,F,24,20.12
6111,F,91,231.7
6112,M,21,164.44
6113,M,86,64.49
6114,F,43,29.41
6115,M,18,133.95
6116,M,41,159.79
6117,M,19,16.89
6118,F,41,169.85
6119,F,63,37.14
6120,M,43,69.26
6121,M,95,241.13
6122,F,35,75.17
6123,F,23,262.28
6124,F,21,159.79
6125,M,18,23.31
6126,F,21,69.55
6127,M,23,147.86
6128,F,20,229.72
6129,F,37,256.37
6130,F,58,163.14
6131,F,33,96.81
6132,F,21,91.77
6133,F,22,130.06
6134,F,27,99.83
6135,M,20,99.51
6136,F,24,201.45
6137,F,35,172.8
6138,F,25,195.26
6139,M,45,227.67
6140,M,47,231.51
6141,M,47,178.09
6142,F,48,182.77
6143,M,86,43.38
6144,F,33,259.19
6145,F,23,137.08
6146,M,41,224.16
6147,F,23,128.6
6148,F,24,26.52
6149,F,69,104.44
6150,F,55,32.91
6151,F,73,249.66
6152,F,53,190.38
6153,F,19,98.56
6154,F,97,145.77
6155,M,19,261.44
6156,F,23,113.16
6157,M,58,97.93
6158,F,26,40.04
6159,F,18,272.64
6160,F,74,271.07
6161,F,21,173.53
6162,M,19,184.13
6163,M,47,196.25
6164,M,20,181.85
6165,F,42,49.06
6166,F,35,45.28
6167,M,50,210.13
6168,F,78,289.15
6169,M,21,239.26
6170,M,25,6.12
6171,F,21,138.29
6172,F,29,180.3
6173,M,23,25.93
6174,F,23,141.27
6175,F,40,90.3
6176,F,52,217.74
6177,F,21,233.58
6178,M,23,202.8
6179,M,35,189.94
6180,M,20,13.85
6181,F,34,178.18
6182,F,43,11.71
6183,F,22,182.78
6184,M,68,185.51
6185,F,74,130.29
6186,F,24,267.47
6187,F,63,94.65
6188,F,18,264.6
6189,F,21,105.78
6190,F,20,35.32
6191,F,61,83.98
6192,F,88,74.0
6193,F,23,196.98
6194,F,24,206.94
6195,F,23,192.95
6196,M,18,10.55
6197,F,19,54.6
6198,M,45,69.99
6199,F,63,89.87
6200,F,70,261.58
6201,F,19,41.43
6202,F,25,16.74
6203,F,45,5.69
6204,F,22,34.3
6205,F,32,79.39
6206,M,45,43.76
6207,F,86,190.1
6208,F,65,144.18
6209,F,38,14.26
6210,F,80,83.54
6211,F,62,219.9
6212,F,58,199.23
6213,F,24,179.86
6214,F,33,86.24
6215,M,86,251.82
6216,F,84,35.47
6217,F,19,240.62
6218,M,37,142.62
6219,F,84,167.17
6220,F,91,291.44
6221,F,58,80.17
6222,F,21,133.17
6223,F,18,25.58
6224,F,21,270.64
6225,M,18,231.83
6226,F,29,58.77
6227,M,22,135.97
6228,M,75,198.45
6229,F,57,89.64
6230,F,47,288.66
6231,M,18,210.78
6232,F,24,282.37
6233,M,30,172.82
6234,F,54,184.18
6235,F,34,205.98
6236,M,74,186.64
6237,M,21,298.23
6238,F,37,288.76
6239,M,19,294.12
6240,M,18,77.83
6241,F,21,201.97
6242,F,68,80.81
6243,M,21,146.5
6244,F,23,140.77
6245,M,30,249.66
6246,F,56,112.34
6247,F,75,18.51
6248,F,86,195.06
6249,M,73,47.1
6250,F,92,122.29
6251,F,34,27.41
6252,F,19,209.07
6253,M,71,260.96
6254,F,95,285.51
6255,F,47,19.24
6256,M,24,282.37
6257,F,43,291.97
6258,F,99,212.36
6259,F,91,92.73
6260,F,44,252.79
6261,F,23,273.74
6262,M,19,30.25
6263,F,31,6.62
6264,M,18,283.23
6265,M,66,182.86
6266,F,27,86.58
6267,F,21,162.58
6268,F,40,299.0
6269,F,22,22.64
6270,M,36,158.99
6271,F,44,108.49
6272,F,24,74.84
6273,F,18,265.91
6274,M,21,119.44
6275,F,62,223.81
6276,F,18,290.66
6277,F,65,113.58
6278,F,38,175.09
6279,F,22,180.49
6280,F,47,7.69
6281,F,53,246.37
6282,M,56,94.81
6283,M,92,11.37
6284,F,47,98.09
6285,F,40,20.01
6286,F,30,10.09
6287,F,23,94.97
6288,F,38,173.04
6289,M,64,298.32
6290,F,18,205.53
6291,M,22,140.85
6292,F,22,162.46
6293,F,18,147.97
6294,F,53,198.47
6295,F,41,51.92
6296,M,47,237.41
6297,F,31,257.78
6298,F,28,245.21
6299,F,42,90.64
6300,M,27,130.27
6301,F,25,36.58
6302,F,55,170.46
6303,F,22,253.29
6304,F,23,255.86
6305,F,29,150.49
6306,F,23,23.56
6307,F,46,265.61
6308,F,53,42.33
6309,F,95,54.77
6310,F,31,36.37
6311,F,20,149.46
6312,F,18,190.27
6313,F,80,91.76
6314,F,19,291.14
6315,M,23,281.32
6316,F,22,169.63
6317,F,51,183.04
6318,F,82,166.06
6319,F,56,125.28
6320,F,24,248.76
6321,F,57,121.66
6322,F,20,193.23
6323,M,24,204.7
6324,M,18,103.48
6325,F,27,126.67
6326,F,29,40.6
6327,M,60,82.81
6328,M,63,155.36
6329,F,38,141.26
6330,F,41,65.87
6331,F,38,130.77
6332,M,19,17.12
6333,F,63,250.4
6334,F,48,270.89
6335,F,37,15.75
6336,F,44,146.36
6337,M,47,44.8
6338,M,24,133.1
6339,M,37,62.2
6340,M,19,241.51
6341,M,48,68.97
6342,F,91,254.76
6343,F,33,187.58
6344,F,22,13.82
6345,F,19,70.86
6346,F,68,280.02
6347,M,19,184.68
6348,F,42,191.61
6349,M,22,77.73
6350,M,22,5.42
6351,M,21,64.11
6352,F,40,101.69
6353,F,24,259.58
6354,M,21,240.9
